TransactionId,UserId,VisitYear,VisitMonth,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,VisitModeID,VisitMode,CityName,Country,Region,Continent,VisitDate,RatingCategory,VisitYearMonth,UserVisitCount,AttractionVisitCount,AttractionAverageRating,AttractionPopularity,RatingScore,VisitYearGroup,UserAverageRating,CityVisitCount
3,70456,2022,10,640,5,5,21,163,4341.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-10-01,High,2022-10,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,40.0
8,7567,2022,10,640,5,2,8,48,464.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Canada,Northern America,America,2022-10-01,High,2022-10,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,11.0
9,79069,2022,10,640,5,2,9,54,774.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Brazil,South America,America,2022-10-01,High,2022-10,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,3.0
10,31019,2022,10,640,3,5,17,135,583.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Switzerland,Central Europe,Europe,2022-10-01,Average,2022-10,2,13198,4.267085922109411,Highly Popular,0.6,After 2020,3.0,80.0
15,43611,2022,10,640,3,5,21,163,1396.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-10-01,Average,2022-10,3,13198,4.267085922109411,Highly Popular,0.6,After 2020,3.0,204.0
18,43471,2022,10,640,5,2,8,51,1806.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2022-10-01,High,2022-10,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,205.0
22,76492,2022,9,640,4,1,2,9,31.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Tanzania,East Africa,Africa,2022-09-01,High,2022-09,2,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,4.0
23,20977,2022,10,640,5,5,21,163,8258.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2022-10-01,High,2022-10,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,79.0
28,18655,2022,9,640,3,1,4,22,114.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,South Africa,Southern Africa,Africa,2022-09-01,Average,2022-09,1,13198,4.267085922109411,Highly Popular,0.6,After 2020,3.0,39.0
29,62907,2022,9,640,5,2,8,51,50.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2022-09-01,High,2022-09,14,13198,4.267085922109411,Highly Popular,1.0,After 2020,3.9285714285714284,48.0
31,86054,2022,9,640,5,5,21,163,8809.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-09-01,High,2022-09,6,13198,4.267085922109411,Highly Popular,1.0,After 2020,4.666666666666667,15.0
33,41979,2022,9,640,5,4,15,109,5365.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-09-01,High,2022-09,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,2.0
39,38726,2022,9,640,3,4,16,115,5506.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,New Zealand,Oceania,Australia & Oceania,2022-09-01,Average,2022-09,4,13198,4.267085922109411,Highly Popular,0.6,After 2020,3.75,160.0
43,67147,2022,8,640,4,5,21,163,818.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-08-01,High,2022-08,4,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.5,72.0
44,2307,2022,9,640,4,4,15,109,4303.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-09-01,High,2022-09,2,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,254.0
45,3660,2022,9,640,5,4,15,109,4398.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-09-01,High,2022-09,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,2.0
46,50130,2022,9,640,3,5,21,163,8513.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2022-09-01,Average,2022-09,1,13198,4.267085922109411,Highly Popular,0.6,After 2020,3.0,118.0
54,30450,2022,8,640,4,5,21,163,5264.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-08-01,High,2022-08,1,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,18.0
56,82637,2022,7,640,4,4,15,109,3687.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07,1,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,991.0
61,33716,2022,7,640,5,3,12,89,2617.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,United Arab Emirates,Middle East,Asia,2022-07-01,High,2022-07,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,80.0
64,46517,2022,8,640,1,5,21,163,8366.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United Kingdom,Western Europe,Europe,2022-08-01,Low,2022-08,1,13198,4.267085922109411,Highly Popular,0.2,After 2020,1.0,1.0
66,50127,2022,8,640,5,3,12,88,2607.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Turkey,Middle East,Asia,2022-08-01,High,2022-08,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,4.0,3.0
67,61876,2022,8,640,5,1,4,22,191.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,South Africa,Southern Africa,Africa,2022-08-01,High,2022-08,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,20.0
68,16769,2022,6,640,5,5,18,138,693.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Georgia,Eastern Europe,Europe,2022-06-01,High,2022-06,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,425.0
69,9804,2022,7,640,4,4,15,109,535.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07,5,13198,4.267085922109411,Highly Popular,0.8,After 2020,3.4,1510.0
72,44419,2022,7,640,5,5,21,163,9057.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-07-01,High,2022-07,5,13198,4.267085922109411,Highly Popular,1.0,After 2020,4.0,18.0
73,84531,2022,7,640,5,4,15,109,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,2225.0
75,83915,2022,7,640,5,3,14,101,3226.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2022-07-01,High,2022-07,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,3.0
76,62742,2022,7,640,4,4,15,109,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07,1,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,842.0
77,47615,2022,7,640,5,3,13,93,2690.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,India,South Asia,Asia,2022-07-01,High,2022-07,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,322.0
78,85459,2022,7,640,5,4,15,109,4883.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,6.0
80,71946,2022,7,640,3,5,17,135,6213.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Switzerland,Central Europe,Europe,2022-07-01,Average,2022-07,2,13198,4.267085922109411,Highly Popular,0.6,After 2020,3.0,14.0
82,54719,2022,7,640,5,2,8,51,929.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2022-07-01,High,2022-07,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,86.0
87,16291,2022,7,640,4,4,15,109,4272.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07,1,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,89.0
93,18137,2022,6,640,1,4,15,109,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-06-01,Low,2022-06,1,13198,4.267085922109411,Highly Popular,0.2,After 2020,1.0,2225.0
95,37338,2022,6,640,5,4,15,109,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-06-01,High,2022-06,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,842.0
97,18628,2022,6,640,4,3,13,93,2690.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,India,South Asia,Asia,2022-06-01,High,2022-06,3,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.666666666666667,322.0
103,47542,2022,6,640,3,1,3,14,52.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Egypt,North Africa,Africa,2022-06-01,Average,2022-06,1,13198,4.267085922109411,Highly Popular,0.6,After 2020,3.0,97.0
105,71155,2022,6,640,5,3,12,89,2623.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Arab Emirates,Middle East,Asia,2022-06-01,High,2022-06,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,393.0
106,73515,2022,6,640,5,5,20,152,6955.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Malta,Southern Europe,Europe,2022-06-01,High,2022-06,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,4.5,12.0
111,1953,2022,5,640,4,3,13,93,2898.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,India,South Asia,Asia,2022-05-01,High,2022-05,3,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.333333333333333,3.0
112,31372,2022,5,640,4,5,21,163,8888.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-05-01,High,2022-05,1,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,10.0
114,35045,2022,5,640,5,3,14,101,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2022-05-01,High,2022-05,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,1290.0
116,79488,2022,4,640,2,2,8,48,402.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Canada,Northern America,America,2022-04-01,Low,2022-04,3,13198,4.267085922109411,Highly Popular,0.4,After 2020,3.0,25.0
117,14186,2022,4,640,4,5,21,163,426.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United Kingdom,Western Europe,Europe,2022-04-01,High,2022-04,1,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,1580.0
123,78554,2021,10,640,5,3,14,101,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2021-10-01,High,2021-10,5,13198,4.267085922109411,Highly Popular,1.0,After 2020,4.8,1290.0
124,30511,2021,11,640,5,3,14,101,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Indonesia,South East Asia,Asia,2021-11-01,High,2021-11,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,1290.0
127,50138,2021,7,640,5,5,21,163,8652.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2021-07-01,High,2021-07,2,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,33.0
132,83974,2020,10,640,5,4,15,109,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Australia,Australia,Australia & Oceania,2020-10-01,High,2020-10,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,842.0
133,40006,2021,5,640,5,3,14,101,3260.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Indonesia,South East Asia,Asia,2021-05-01,High,2021-05,1,13198,4.267085922109411,Highly Popular,1.0,After 2020,5.0,229.0
136,50311,2021,1,640,4,5,21,163,337.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2021-01-01,High,2021-01,1,13198,4.267085922109411,Highly Popular,0.8,After 2020,4.0,81.0
138,56894,2021,1,640,5,4,16,115,178.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,New Zealand,Oceania,Australia & Oceania,2021-01-01,High,2021-01,11,13198,4.267085922109411,Highly Popular,1.0,After 2020,4.090909090909091,36.0
141,36421,2020,12,640,5,3,14,101,3262.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Indonesia,South East Asia,Asia,2020-12-01,High,2020-12,2,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,12.0
143,62902,2020,1,640,5,2,8,51,1847.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United States,Northern America,America,2020-01-01,High,2020-01,5,13198,4.267085922109411,Highly Popular,1.0,2016-2020,4.6,120.0
144,61175,2020,12,640,5,3,14,101,3106.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2020-12-01,High,2020-12,2,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,7.0
145,61849,2019,11,640,4,1,4,22,106.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,South Africa,Southern Africa,Africa,2019-11-01,High,2019-11,1,13198,4.267085922109411,Highly Popular,0.8,2016-2020,4.0,114.0
150,51784,2019,10,640,5,2,8,51,1443.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2019-10-01,High,2019-10,3,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,3.0
158,61709,2019,12,640,5,5,21,163,4575.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2019-12-01,High,2019-12,2,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,61.0
168,64920,2020,3,640,4,5,21,163,8215.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03,7,13198,4.267085922109411,Highly Popular,0.8,2016-2020,4.142857142857143,8.0
170,27538,2020,4,640,5,2,8,48,545.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Canada,Northern America,America,2020-04-01,High,2020-04,2,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,288.0
171,27449,2019,7,640,4,3,14,101,3014.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Indonesia,South East Asia,Asia,2019-07-01,High,2019-07,2,13198,4.267085922109411,Highly Popular,0.8,2016-2020,4.5,12.0
172,64392,2020,3,640,5,2,8,48,371.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Canada,Northern America,America,2020-03-01,High,2020-03,8,13198,4.267085922109411,Highly Popular,1.0,2016-2020,4.75,52.0
174,79911,2019,11,640,5,2,8,51,2036.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2019-11-01,High,2019-11,3,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,11.0
176,55535,2020,3,640,5,5,21,163,1840.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,18.0
181,51283,2020,3,640,4,2,8,51,654.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,0.8,2016-2020,4.0,1.0
183,73796,2020,3,640,4,4,16,115,5589.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,New Zealand,Oceania,Australia & Oceania,2020-03-01,High,2020-03,2,13198,4.267085922109411,Highly Popular,0.8,2016-2020,3.5,2.0
185,21207,2020,3,640,3,5,21,163,8513.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2020-03-01,Average,2020-03,2,13198,4.267085922109411,Highly Popular,0.6,2016-2020,3.0,118.0
187,23868,2020,3,640,5,2,8,48,545.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Canada,Northern America,America,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,288.0
190,13954,2019,8,640,3,2,8,51,1282.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United States,Northern America,America,2019-08-01,Average,2019-08,3,13198,4.267085922109411,Highly Popular,0.6,2016-2020,3.0,3.0
192,55381,2019,6,640,2,5,21,163,743.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2019-06-01,Low,2019-06,1,13198,4.267085922109411,Highly Popular,0.4,2016-2020,2.0,96.0
194,71073,2020,3,640,5,5,21,163,8317.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,75.0
195,113,2020,3,640,4,5,17,125,6000.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Germany,Central Europe,Europe,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,0.8,2016-2020,4.0,1.0
205,16816,2020,3,640,5,5,21,163,8215.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,8.0
206,41624,2020,3,640,5,2,8,51,1474.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,5.0
207,33038,2020,3,640,5,4,15,109,3979.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2020-03-01,High,2020-03,3,13198,4.267085922109411,Highly Popular,1.0,2016-2020,4.333333333333333,10.0
208,46031,2020,2,640,4,2,8,48,441.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Canada,Northern America,America,2020-02-01,High,2020-02,2,13198,4.267085922109411,Highly Popular,0.8,2016-2020,3.5,80.0
211,81844,2020,3,640,5,2,8,51,1674.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,25.0
212,64368,2020,2,640,5,3,12,89,2625.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United Arab Emirates,Middle East,Asia,2020-02-01,High,2020-02,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,20.0
213,51849,2020,3,640,5,5,21,163,8837.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03,2,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,2.0
223,53252,2019,4,640,5,2,8,51,1552.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2019-04-01,High,2019-04,2,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,303.0
224,29563,2020,3,640,5,4,16,115,5572.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,New Zealand,Oceania,Australia & Oceania,2020-03-01,High,2020-03,1,13198,4.267085922109411,Highly Popular,1.0,2016-2020,5.0,44.0
225,66839,2020,2,640,4,5,21,159,7536.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,France,Western Europe,Europe,2020-02-01,High,2020-02,1,13198,4.267085922109411,Highly Popular,0.8,2016-2020,4.0,1.0
226,42947,2020,1,640,5,5,21,163,8402.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-01-01,High,2020-01,2,13198,4.267085922109411,Highly Popular,1.0,2016-2020,4.0,10.0
231,77269,2020,3,640,4,5,21,163,8136.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03,2,13198,4.267085922109411,Highly Popular,0.8,2016-2020,3.5,4.0
