TransactionId,UserId,VisitYear,VisitMonth,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,VisitModeID,VisitMode,CityName,Country,Region,Continent,VisitDate,RatingCategory,VisitYearMonth
3,70456,2022,10,640,5,5,21,163,4341,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-10-01,High,2022-10
8,7567,2022,10,640,5,2,8,48,464,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Canada,Northern America,America,2022-10-01,High,2022-10
9,79069,2022,10,640,5,2,9,54,774,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Brazil,South America,America,2022-10-01,High,2022-10
10,31019,2022,10,640,3,5,17,135,583,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Switzerland,Central Europe,Europe,2022-10-01,Average,2022-10
15,43611,2022,10,640,3,5,21,163,1396,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-10-01,Average,2022-10
18,43471,2022,10,640,5,2,8,51,1806,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2022-10-01,High,2022-10
22,76492,2022,9,640,4,1,2,9,31,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Tanzania,East Africa,Africa,2022-09-01,High,2022-09
23,20977,2022,10,640,5,5,21,163,8258,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2022-10-01,High,2022-10
28,18655,2022,9,640,3,1,4,22,114,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,South Africa,Southern Africa,Africa,2022-09-01,Average,2022-09
29,62907,2022,9,640,5,2,8,51,50,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2022-09-01,High,2022-09
31,86054,2022,9,640,5,5,21,163,8809,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-09-01,High,2022-09
33,41979,2022,9,640,5,4,15,109,5365,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-09-01,High,2022-09
39,38726,2022,9,640,3,4,16,115,5506,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,New Zealand,Oceania,Australia & Oceania,2022-09-01,Average,2022-09
43,67147,2022,8,640,4,5,21,163,818,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-08-01,High,2022-08
44,2307,2022,9,640,4,4,15,109,4303,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-09-01,High,2022-09
45,3660,2022,9,640,5,4,15,109,4398,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-09-01,High,2022-09
46,50130,2022,9,640,3,5,21,163,8513,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2022-09-01,Average,2022-09
54,30450,2022,8,640,4,5,21,163,5264,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-08-01,High,2022-08
56,82637,2022,7,640,4,4,15,109,3687,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07
61,33716,2022,7,640,5,3,12,89,2617,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,United Arab Emirates,Middle East,Asia,2022-07-01,High,2022-07
64,46517,2022,8,640,1,5,21,163,8366,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United Kingdom,Western Europe,Europe,2022-08-01,Low,2022-08
66,50127,2022,8,640,5,3,12,88,2607,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Turkey,Middle East,Asia,2022-08-01,High,2022-08
67,61876,2022,8,640,5,1,4,22,191,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,South Africa,Southern Africa,Africa,2022-08-01,High,2022-08
68,16769,2022,6,640,5,5,18,138,693,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Georgia,Eastern Europe,Europe,2022-06-01,High,2022-06
69,9804,2022,7,640,4,4,15,109,535,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07
72,44419,2022,7,640,5,5,21,163,9057,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-07-01,High,2022-07
73,84531,2022,7,640,5,4,15,109,1434,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07
75,83915,2022,7,640,5,3,14,101,3226,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2022-07-01,High,2022-07
76,62742,2022,7,640,4,4,15,109,3915,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07
77,47615,2022,7,640,5,3,13,93,2690,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,India,South Asia,Asia,2022-07-01,High,2022-07
78,85459,2022,7,640,5,4,15,109,4883,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07
80,71946,2022,7,640,3,5,17,135,6213,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Switzerland,Central Europe,Europe,2022-07-01,Average,2022-07
82,54719,2022,7,640,5,2,8,51,929,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2022-07-01,High,2022-07
87,16291,2022,7,640,4,4,15,109,4272,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-07-01,High,2022-07
93,18137,2022,6,640,1,4,15,109,1434,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2022-06-01,Low,2022-06
95,37338,2022,6,640,5,4,15,109,3915,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2022-06-01,High,2022-06
97,18628,2022,6,640,4,3,13,93,2690,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,India,South Asia,Asia,2022-06-01,High,2022-06
103,47542,2022,6,640,3,1,3,14,52,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Egypt,North Africa,Africa,2022-06-01,Average,2022-06
105,71155,2022,6,640,5,3,12,89,2623,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Arab Emirates,Middle East,Asia,2022-06-01,High,2022-06
106,73515,2022,6,640,5,5,20,152,6955,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Malta,Southern Europe,Europe,2022-06-01,High,2022-06
111,1953,2022,5,640,4,3,13,93,2898,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,India,South Asia,Asia,2022-05-01,High,2022-05
112,31372,2022,5,640,4,5,21,163,8888,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2022-05-01,High,2022-05
114,35045,2022,5,640,5,3,14,101,3098,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2022-05-01,High,2022-05
116,79488,2022,4,640,2,2,8,48,402,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Canada,Northern America,America,2022-04-01,Low,2022-04
117,14186,2022,4,640,4,5,21,163,426,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United Kingdom,Western Europe,Europe,2022-04-01,High,2022-04
123,78554,2021,10,640,5,3,14,101,3098,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2021-10-01,High,2021-10
124,30511,2021,11,640,5,3,14,101,3098,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Indonesia,South East Asia,Asia,2021-11-01,High,2021-11
127,50138,2021,7,640,5,5,21,163,8652,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2021-07-01,High,2021-07
132,83974,2020,10,640,5,4,15,109,3915,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Australia,Australia,Australia & Oceania,2020-10-01,High,2020-10
133,40006,2021,5,640,5,3,14,101,3260,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Indonesia,South East Asia,Asia,2021-05-01,High,2021-05
136,50311,2021,1,640,4,5,21,163,337,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2021-01-01,High,2021-01
138,56894,2021,1,640,5,4,16,115,178,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,New Zealand,Oceania,Australia & Oceania,2021-01-01,High,2021-01
141,36421,2020,12,640,5,3,14,101,3262,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Indonesia,South East Asia,Asia,2020-12-01,High,2020-12
143,62902,2020,1,640,5,2,8,51,1847,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United States,Northern America,America,2020-01-01,High,2020-01
144,61175,2020,12,640,5,3,14,101,3106,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2020-12-01,High,2020-12
145,61849,2019,11,640,4,1,4,22,106,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,South Africa,Southern Africa,Africa,2019-11-01,High,2019-11
150,51784,2019,10,640,5,2,8,51,1443,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2019-10-01,High,2019-10
158,61709,2019,12,640,5,5,21,163,4575,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2019-12-01,High,2019-12
168,64920,2020,3,640,4,5,21,163,8215,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03
170,27538,2020,4,640,5,2,8,48,545,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Canada,Northern America,America,2020-04-01,High,2020-04
171,27449,2019,7,640,4,3,14,101,3014,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Indonesia,South East Asia,Asia,2019-07-01,High,2019-07
172,64392,2020,3,640,5,2,8,48,371,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Canada,Northern America,America,2020-03-01,High,2020-03
174,79911,2019,11,640,5,2,8,51,2036,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2019-11-01,High,2019-11
176,55535,2020,3,640,5,5,21,163,1840,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03
181,51283,2020,3,640,4,2,8,51,654,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2020-03-01,High,2020-03
183,73796,2020,3,640,4,4,16,115,5589,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,New Zealand,Oceania,Australia & Oceania,2020-03-01,High,2020-03
185,21207,2020,3,640,3,5,21,163,8513,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2020-03-01,Average,2020-03
187,23868,2020,3,640,5,2,8,48,545,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Canada,Northern America,America,2020-03-01,High,2020-03
190,13954,2019,8,640,3,2,8,51,1282,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United States,Northern America,America,2019-08-01,Average,2019-08
192,55381,2019,6,640,2,5,21,163,743,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2019-06-01,Low,2019-06
194,71073,2020,3,640,5,5,21,163,8317,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03
195,113,2020,3,640,4,5,17,125,6000,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Germany,Central Europe,Europe,2020-03-01,High,2020-03
205,16816,2020,3,640,5,5,21,163,8215,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03
206,41624,2020,3,640,5,2,8,51,1474,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2020-03-01,High,2020-03
207,33038,2020,3,640,5,4,15,109,3979,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Australia,Australia,Australia & Oceania,2020-03-01,High,2020-03
208,46031,2020,2,640,4,2,8,48,441,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Canada,Northern America,America,2020-02-01,High,2020-02
211,81844,2020,3,640,5,2,8,51,1674,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2020-03-01,High,2020-03
212,64368,2020,2,640,5,3,12,89,2625,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,United Arab Emirates,Middle East,Asia,2020-02-01,High,2020-02
213,51849,2020,3,640,5,5,21,163,8837,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03
223,53252,2019,4,640,5,2,8,51,1552,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2019-04-01,High,2019-04
224,29563,2020,3,640,5,4,16,115,5572,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,New Zealand,Oceania,Australia & Oceania,2020-03-01,High,2020-03
225,66839,2020,2,640,4,5,21,159,7536,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,France,Western Europe,Europe,2020-02-01,High,2020-02
226,42947,2020,1,640,5,5,21,163,8402,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-01-01,High,2020-01
231,77269,2020,3,640,4,5,21,163,8136,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03
232,4371,2020,3,640,5,4,15,109,1434,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2020-03-01,High,2020-03
233,25561,2019,6,640,5,3,14,101,3013,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Indonesia,South East Asia,Asia,2019-06-01,High,2019-06
236,16514,2020,3,640,3,5,19,145,6677,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Sweden,Northern Europe,Europe,2020-03-01,Average,2020-03
237,52730,2020,3,640,5,5,20,153,6972,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Moldova,Southern Europe,Europe,2020-03-01,High,2020-03
238,21256,2020,3,640,5,4,16,115,5488,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,New Zealand,Oceania,Australia & Oceania,2020-03-01,High,2020-03
239,45191,2020,3,640,5,5,21,163,8221,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-03-01,High,2020-03
240,81154,2020,3,640,4,2,8,48,333,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Canada,Northern America,America,2020-03-01,High,2020-03
241,57365,2020,3,640,4,2,8,48,576,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Canada,Northern America,America,2020-03-01,High,2020-03
242,85847,2020,3,640,4,3,14,101,3285,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Indonesia,South East Asia,Asia,2020-03-01,High,2020-03
244,59810,2020,3,640,4,3,11,70,2282,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Hong Kong,East Asia,Asia,2020-03-01,High,2020-03
246,16482,2020,1,640,5,2,8,51,1972,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2020-01-01,High,2020-01
249,45653,2020,2,640,5,4,16,115,5671,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,New Zealand,Oceania,Australia & Oceania,2020-02-01,High,2020-02
250,70967,2020,3,640,5,3,14,101,3285,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Indonesia,South East Asia,Asia,2020-03-01,High,2020-03
252,63138,2020,2,640,4,2,8,51,765,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,United States,Northern America,America,2020-02-01,High,2020-02
254,17811,2020,2,640,5,3,14,108,3667,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Vietnam,South East Asia,Asia,2020-02-01,High,2020-02
258,10370,2020,2,640,4,3,12,86,2564,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Qatar,Middle East,Asia,2020-02-01,High,2020-02
259,28567,2020,2,640,5,5,21,163,743,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-02-01,High,2020-02
262,43435,2020,2,640,4,4,15,109,935,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,5,Solo,Douala,Australia,Australia,Australia & Oceania,2020-02-01,High,2020-02
264,25621,2020,2,640,5,4,15,109,4335,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Australia,Australia,Australia & Oceania,2020-02-01,High,2020-02
266,24948,2020,2,640,5,2,8,51,1327,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United States,Northern America,America,2020-02-01,High,2020-02
268,14459,2020,2,640,5,5,19,145,6651,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Sweden,Northern Europe,Europe,2020-02-01,High,2020-02
273,57716,2020,2,640,3,4,15,109,535,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,4,Friends,Douala,Australia,Australia,Australia & Oceania,2020-02-01,Average,2020-02
278,77961,2020,2,640,5,5,21,163,1459,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,United Kingdom,Western Europe,Europe,2020-02-01,High,2020-02
279,32533,2020,2,640,5,2,9,55,2225,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,Chile,South America,America,2020-02-01,High,2020-02
282,8481,2020,2,640,5,4,15,109,4571,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Australia,Australia,Australia & Oceania,2020-02-01,High,2020-02
284,53690,2019,4,640,5,4,16,115,337,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,3,Family,Douala,New Zealand,Oceania,Australia & Oceania,2019-04-01,High,2019-04
286,51055,2020,2,640,4,5,21,160,4011,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Nature & Wildlife Areas,2,Couples,Douala,Ireland,Western Europe,Europe,2020-02-01,High,2020-02
